Implementation,Mode,TestName,Status,ErrorIEV,OutputFile,NbPktSend,isPass,ErrorOUT,ErrorERR
quic-go,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/471/quic_server_test_retry0.iev,7.0,0.0,"
","
"
quinn,server,quic_server_test_version_negociation0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/863/quic_server_test_version_negociation0.iev,27.0,0.0,"
","
"
quinn,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/176/quic_server_test_retry0.iev,19.0,1.0,,
quic-go,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/405/quic_server_test_retry0.iev,7.0,0.0,"
","
"
quinn,server,quic_server_test_retry0,,require  bytes_to_itoken(expected_itoken) = pkt.integrity_token+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/182/quic_server_test_retry0.iev,15.0,0.0,"
","
"
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/724/quic_server_test_version_negociation0.iev,38.0,1.0,,
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/38/quic_server_test_retry0.iev,23.0,1.0,,
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/69/quic_server_test_retry0.iev,30.0,1.0,,
quinn,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/840/quic_server_test_version_negociation0.iev,48.0,1.0,,
quinn,server,quic_server_test_version_negociation0,,require  bytes_to_itoken(expected_itoken) = pkt.integrity_token+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/803/quic_server_test_version_negociation0.iev,5.0,0.0,,
quiche,server,quic_server_test_version_negociation0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1353/quic_server_test_version_negociation0.iev,35.0,0.0,,
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/676/quic_server_test_retry0.iev,29.0,0.0,,
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1166/quic_server_test_version_negociation0.iev,74.0,1.0,,
quinn,server,quic_server_test_version_negociation0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/823/quic_server_test_version_negociation0.iev,27.0,0.0,"
","
"
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/334/quic_server_test_retry0.iev,34.0,1.0,,
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/383/quic_server_test_retry0.iev,26.0,1.0,,
quinn,server,quic_server_test_version_negociation0,,require  bytes_to_itoken(expected_itoken) = pkt.integrity_token+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/856/quic_server_test_version_negociation0.iev,7.0,0.0,,
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/622/quic_server_test_retry0.iev,28.0,0.0,,
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/773/quic_server_test_version_negociation0.iev,42.0,1.0,,
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/697/quic_server_test_retry0.iev,26.0,0.0,,
quinn,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/145/quic_server_test_retry0.iev,18.0,0.0,"
","
"
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/15/quic_server_test_retry0.iev,23.0,1.0,,
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/15/quic_server_test_version_negociation0.iev,23.0,0.0,,
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/82/quic_server_test_retry0.iev,23.0,1.0,,
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/315/quic_server_test_retry0.iev,20.0,1.0,,
quinn,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/172/quic_server_test_retry0.iev,27.0,1.0,,
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1176/quic_server_test_version_negociation0.iev,79.0,1.0,,
picoquic,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1059/quic_server_test_version_negociation0.iev,41.0,1.0,,
quiche,server,quic_server_test_version_negociation0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1348/quic_server_test_version_negociation0.iev,33.0,0.0,,
quiche,server,quic_server_test_version_negociation0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1341/quic_server_test_version_negociation0.iev,28.0,0.0,,
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1188/quic_server_test_version_negociation0.iev,66.0,1.0,,
picoquic,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1019/quic_server_test_version_negociation0.iev,37.0,1.0,,
quinn,server,quic_server_test_version_negociation0,,require  bytes_to_itoken(expected_itoken) = pkt.integrity_token+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/877/quic_server_test_version_negociation0.iev,9.0,0.0,,
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/721/quic_server_test_version_negociation0.iev,48.0,1.0,,
quinn,server,quic_server_test_version_negociation0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/847/quic_server_test_version_negociation0.iev,28.0,0.0,"
","
"
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1116/quic_server_test_version_negociation0.iev,68.0,1.0,,
quiche,server,quic_server_test_version_negociation0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1391/quic_server_test_version_negociation0.iev,31.0,0.0,,
quic-go,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/477/quic_server_test_retry0.iev,7.0,0.0,"
","
"
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/89/quic_server_test_retry0.iev,28.0,1.0,,
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/671/quic_server_test_retry0.iev,30.0,0.0,,
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/66/quic_server_test_retry0.iev,18.0,1.0,,
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/795/quic_server_test_version_negociation0.iev,39.0,1.0,,
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/362/quic_server_test_retry0.iev,23.0,1.0,,
quinn,server,quic_server_test_retry0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/132/quic_server_test_retry0.iev,15.0,0.0,"
","
"
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/656/quic_server_test_retry0.iev,30.0,0.0,,
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1123/quic_server_test_version_negociation0.iev,76.0,1.0,,
quic-go,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/456/quic_server_test_retry0.iev,7.0,0.0,"
","
"
quic-go,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/419/quic_server_test_retry0.iev,7.0,0.0,"
","
"
picoquic,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1089/quic_server_test_version_negociation0.iev,59.0,1.0,,
picoquic,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1030/quic_server_test_version_negociation0.iev,33.0,1.0,,
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1113/quic_server_test_version_negociation0.iev,77.0,1.0,,
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/643/quic_server_test_retry0.iev,33.0,0.0,,
picoquic,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1031/quic_server_test_version_negociation0.iev,35.0,1.0,,
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/308/quic_server_test_retry0.iev,20.0,1.0,,
quinn,server,quic_server_test_version_negociation0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/896/quic_server_test_version_negociation0.iev,44.0,0.0,"
","
"
quic-go,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/421/quic_server_test_retry0.iev,7.0,0.0,"
","
"
quinn,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/165/quic_server_test_retry0.iev,18.0,1.0,,
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/746/quic_server_test_version_negociation0.iev,37.0,1.0,,
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/24/quic_server_test_retry0.iev,22.0,1.0,,
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1129/quic_server_test_version_negociation0.iev,69.0,1.0,,
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/753/quic_server_test_version_negociation0.iev,38.0,1.0,,
quinn,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/125/quic_server_test_retry0.iev,27.0,1.0,,
picoquic,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1066/quic_server_test_version_negociation0.iev,40.0,1.0,,
picoquic,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1054/quic_server_test_version_negociation0.iev,56.0,1.0,,
quinn,server,quic_server_test_version_negociation0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/861/quic_server_test_version_negociation0.iev,24.0,0.0,"
","
"
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/693/quic_server_test_retry0.iev,30.0,0.0,,
quant,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/26/quic_server_test_retry0.iev,21.0,1.0,,
quiche,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/26/quic_server_test_version_negociation0.iev,21.0,0.0,,
quic-go,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/493/quic_server_test_retry0.iev,7.0,0.0,"
","
"
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/371/quic_server_test_retry0.iev,24.0,1.0,,
quant,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/751/quic_server_test_version_negociation0.iev,45.0,1.0,,
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/367/quic_server_test_retry0.iev,21.0,1.0,,
quic-go,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/487/quic_server_test_retry0.iev,7.0,0.0,"
","
"
quinn,server,quic_server_test_retry0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/175/quic_server_test_retry0.iev,17.0,0.0,"
","
"
quinn,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/105/quic_server_test_retry0.iev,23.0,1.0,,
quinn,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/120/quic_server_test_retry0.iev,16.0,1.0,,
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/667/quic_server_test_retry0.iev,29.0,0.0,,
picoquic,server,quic_server_test_retry0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/391/quic_server_test_retry0.iev,20.0,1.0,,
quic-go,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1125/quic_server_test_version_negociation0.iev,73.0,1.0,,
quinn,server,quic_server_test_version_negociation0,,require ~_generating & ~queued_non_ack(scid) -> ack_credit(scid) > 0  # [5]+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/830/quic_server_test_version_negociation0.iev,19.0,0.0,"
","
"
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/634/quic_server_test_retry0.iev,27.0,0.0,,
quiche,server,quic_server_test_retry0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/659/quic_server_test_retry0.iev,24.0,0.0,,
quinn,server,quic_server_test_version_negociation0,,No Error,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/809/quic_server_test_version_negociation0.iev,39.0,1.0,,
quiche,server,quic_server_test_version_negociation0,,require conn_total_data(the_cid) > 0+,/home/user/Documents/QUIC-FormalVerification/results/server-retry-vn/1343/quic_server_test_version_negociation0.iev,23.0,0.0,,
